Name,City,State
RCB College Preparatory Academy,Peoria,ARIZONA
ASU Preparatory Academy Tempe,Tempe,ARIZONA
Bagdad Middle / Senior High School,Bagdad,ARIZONA
Salome High School,Salome,ARIZONA
Bisbee High School,Bisbee,ARIZONA
Bowie High School,Bowie,ARIZONA
Buckeye Union High School,Buckeye,ARIZONA
Estrella Foothills High School,Goodyear,ARIZONA
Youngker High School,Buckeye,ARIZONA
BUHSD Institute of Online Learning,Buckeye,ARIZONA
Buena High School,Sierra Vista,ARIZONA
Sierra Vista Online,Sierra Vista,ARIZONA
Camp Verde High School,Camp Verde,ARIZONA
South Verde Technology Magnet,Camp Verde,ARIZONA
Camp Verde Accommodation School,Camp Verde  Arizona,ARIZONA
Casa Grande Union High School,Casa Grande,ARIZONA
Casa Verde High School,Casa Grande,ARIZONA
Vista Grande High School,Casa Grande,ARIZONA
Catalina Foothills High School,Tucson,ARIZONA
White Cone High School,Keams Canyon,ARIZONA
Chandler High School,Chandler,ARIZONA
Hamilton High School,Chandler,ARIZONA
Basha High School,Chandler,ARIZONA
Perry High School,Gilbert,ARIZONA
Arizona College Prep Erie Campus,Chandler,ARIZONA
Ken 'Chief' Hill Learning Academy,Chandler,ARIZONA
Chandler Online Academy,Chandler,ARIZONA
Dr. Camille Casteel High School,Queen Creek,ARIZONA
Chinle High School,Chinle,ARIZONA
Coolidge High School,Coolidge,ARIZONA
Coolidge Alternative Program,Coolidge,ARIZONA
Douglas High School,Douglas,ARIZONA
Duncan High School,Duncan,ARIZONA
Dysart High School,El Mirage,ARIZONA
Valley Vista High School,Surprise,ARIZONA
Shadow Ridge High School,Surprise,ARIZONA
Willow Canyon High School,Surprise,ARIZONA
Dysart iSchool,Surprise,ARIZONA
Villa Oasis Interscholastic Center For Education (voice),Casa Grande,ARIZONA
Coconino High School,Flagstaff,ARIZONA
Flagstaff High School,Flagstaff,ARIZONA
Summit High School,Flagstaff,ARIZONA
Northern Arizona Distance Learning,Flagstaff,ARIZONA
Florence High School,Florence,ARIZONA
San Tan Foothills High School,Queen Creek,ARIZONA
Poston Butte High School,Florence,ARIZONA
Flowing Wells High School,Tucson,ARIZONA
Sentinel Peak High School,Tucson,ARIZONA
Flowing Wells Digital Campus,Tucson,ARIZONA
Fountain Hills High School,Fountain Hills,ARIZONA
Fountain.Hills Online,Fountain Hills,ARIZONA
Fredonia High School,Fredonia,ARIZONA
Fort Thomas High School,Fort Thomas,ARIZONA
Mt. Turnbull Academy,Fort Thomas,ARIZONA
Ganado High School,Ganado,ARIZONA
Gila Bend High School,Gila Bend,ARIZONA
Highland High School,Gilbert,ARIZONA
Gilbert High School,Gilbert,ARIZONA
Mesquite High School,Gilbert,ARIZONA
Desert Ridge High,Mesa,ARIZONA
Gilbert Classical Academy High School,Gilbert,ARIZONA
Campo Verde High School,Gilbert,ARIZONA
Gilbert Global Academy High School,Gilbert,ARIZONA
Apollo High School,Glendale,ARIZONA
Cortez High School,Phoenix,ARIZONA
Glendale High School,Glendale,ARIZONA
Greenway High School,Phoenix,ARIZONA
Moon Valley High School,Phoenix,ARIZONA
Sunnyslope High School,Phoenix,ARIZONA
Thunderbird High School,Phoenix,ARIZONA
Washington High School,Phoenix,ARIZONA
Independence High School,Glendale,ARIZONA
Glendale Union High School District Online Learning Academy,Glendale,ARIZONA
Glendale Union Online,Glendale,ARIZONA
Globe High School,Globe,ARIZONA
Grand Canyon High School,Grand Canyon,ARIZONA
Hayden High School,Winkelman,ARIZONA
Higley High School,Gilbert,ARIZONA
Williams Field High School,Higley,ARIZONA
Holbrook High School,Holbrook,ARIZONA
Continued Hope High Schools,Phoenix,ARIZONA
Hope College and Career Readiness Academy,Phoenix,ARIZONA
Bradshaw Mountain High School,Prescott Valley,ARIZONA
Bradshaw Mountain Online Academy,Prescott Valley,ARIZONA
Baboquivari High School,Sells,ARIZONA
Alternative High School (Indian Oasis High School),Sells,ARIZONA
Combs High School,San Tan Valley,ARIZONA
Joseph City High School,Joseph City,ARIZONA
Monument Valley High School,Kayenta,ARIZONA
Lake Havasu High School,Lake Havasu City,ARIZONA
Havasuonline,Lake Havasu City,ARIZONA
Beaver Dam High School,Littlefield,ARIZONA
San Manuel High School,San Manuel,ARIZONA
Marana High School,Marana,ARIZONA
A. C. E.,Marana,ARIZONA
Mountain View High School,Tucson,ARIZONA
MCAT High School,Marana,ARIZONA
Maricopa High School,Maricopa,ARIZONA
Mayer High School,Mayer,ARIZONA
Mesa High School,Mesa,ARIZONA
Mountain View High School,Mesa,ARIZONA
Westwood High School,Mesa,ARIZONA
Dobson High School,Mesa,ARIZONA
Red Mountain High School,Mesa,ARIZONA
Skyline High School,Mesa,ARIZONA
East Valley Academy,Mesa,ARIZONA
Miami Junior Senior High School,Miami,ARIZONA
Mingus Union High School,Cottonwood,ARIZONA
Mingus Online Academy,Cottonwood,ARIZONA
Morenci High School,Morenci,ARIZONA
CAPE School-Jail,Tucson,ARIZONA
Navajo County Instruction for Success (NCIS),Holbrook,ARIZONA
Nogales High School,Nogales,ARIZONA
Pierson Vocational High School,Nogales,ARIZONA
PVHS AOI Program,Nogales,ARIZONA
Page High School,Page,ARIZONA
Manson Mesa High School,Page,ARIZONA
North Canyon High School,Phoenix,ARIZONA
Shadow Mountain High School,Phoenix,ARIZONA
Horizon High School,Scottsdale,ARIZONA
Polaris High School,Phoenix,ARIZONA
Paradise Valley High School,Phoenix,ARIZONA
Pinnacle High School,Phoenix,ARIZONA
Sweetwater Community School,Phoenix,ARIZONA
Parker High School,Parker,ARIZONA
Parker Alternative School,Parker,ARIZONA
Patagonia Union High School,Patagonia,ARIZONA
Payson High School,Payson,ARIZONA
